month,affiliate,country,impressions,unique_impressions,ctr,unique_visitors,visitors,leads,registrations,conversion_rate,ftd,qftd,deposits,withdrawals,net_deposits,first_deposits,spread,lot,volume,pl,roi,commission,cpa_commission,cpl_commission,revshare_commission,sub_commission,other_commission,ecpa,ecpl,chargeback_count,chargeback_amount,uid
1/2026,WealthWave,Bulgaria,0,0,0.00%,0,0,0,0,0.00%,0,0,0.00,"-3,217","-3,217",0.00,259.4599,9.0600,"90,600.0000","-2,042.7424",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,195
1/2026,WealthWave,"Korea, Republic of",0,0,0.00%,2,2,2,2,100.00%,2,2,"1,500.00",-100,"1,400.00","1,500.00","2,619.4960",148.3900,"1,483,900.0000","1,405.4300",0.93,"1,500.00","1,500.00",0.00,0.00,0.00,0.00,750.00,750.00,0,0.00,449
1/2026,junjix,Ireland,0,0,0.00%,4,10,2,2,50.00%,1,0,595.00,0.00,595.00,594.99,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,629
1/2026,owen,Tunisia,0,0,0.00%,1,1,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,1534
1/2026,jonathanvareymitchell,United Arab Emirates,0,0,0.00%,3,3,1,1,100.00%,1,1,"3,070.00",0.00,"3,070.00",300.00,"34,372.3508",23.6500,"236,500.0000","3,098.8730",3.84,800.00,800.00,0.00,0.00,0.00,0.00,800.00,800.00,0,0.00,315
1/2026,signalstrading,Zambia,0,0,0.00%,1,1,1,1,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,321
1/2026,fxnhsignals,Italy,0,0,0.00%,78,209,28,28,78.57%,22,23,"22,166.00","-13,232","8,934.00","11,043.57","160,352.1073",346.1300,"3,461,300.0000","20,112.6220",0.81,"11,050.00","11,050.00",0.00,0.00,0.00,0.00,502.27,394.64,0,0.00,1643
1/2026,masternl,Portugal,0,0,0.00%,0,0,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,"9,552.2380",6.7800,"67,800.0000",152.2195,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,1431
1/2026,vanmanhlh@gmail.com,Italy,0,0,0.00%,117,150,5,5,40.00%,2,0,703.00,"-1,598",-895,349.93,"1,375.8262",3.8400,"38,400.0000",-409.4074,-29.61,30.23,0.00,0.00,30.23,0.00,0.00,15.12,6.05,0,0.00,1436
1/2026,basil-marc,Mexico,0,0,0.00%,1,1,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,1817
1/2026,Fredtrading,United Arab Emirates,0,0,0.00%,18,27,5,5,20.00%,1,2,"9,348.00","-5,911","3,437.00","1,900.00","69,993.1100",111.2900,"1,112,900.0000","6,635.9100",1.58,"2,179.30","2,000.00",0.00,179.30,0.00,0.00,"2,179.30",435.86,0,0.00,537
1/2026,aff.bullwaves,"Taiwan, Province of China",0,0,0.00%,3,9,2,2,50.00%,1,0,100.00,-99,1.00,100.00,493.5693,1.2200,"12,200.0000",66.8000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,955
1/2026,MoonAff,Ireland,0,0,0.00%,5,5,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,186
1/2026,WealthWave,Netherlands,0,0,0.00%,175,299,81,81,77.78%,63,63,"117,674.00","-43,887","73,787.00","61,528.67","817,190.7959",698986.1100,"6,989,861,100.0000","11,743.0235",1.41,"52,250.00","52,250.00",0.00,0.00,0.00,0.00,829.37,645.06,0,0.00,1375
1/2026,melofx,United Kingdom,0,0,0.00%,3,4,1,1,100.00%,1,2,"9,384.00",-402,"8,982.00",404.01,"3,529.6332",4266.5500,"42,665,500.0000","6,804.1633",8.98,"1,000.00","1,000.00",0.00,0.00,0.00,0.00,"1,000.00","1,000.00",0,0.00,887
1/2026,aff.bullwaves,Cambodia,0,0,0.00%,3,5,2,2,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,828
1/2026,fxnltrading,France,0,0,0.00%,3,3,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,834
1/2026,Radinert,United Arab Emirates,0,0,0.00%,1,3,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,844
1/2026,ajmudronja,Denmark,0,0,0.00%,0,0,0,0,0.00%,0,0,"4,000.00","-8,000","-4,000",0.00,"2,820.9960",13.4000,"134,000.0000","1,053.1200",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,1627
1/2026,Fredtrading,Zambia,0,0,0.00%,0,0,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,"2,451.8250",5.5100,"55,100.0000","1,128.2200",0.00,11.02,0.00,0.00,11.02,0.00,0.00,0.00,0.00,0,0.00,496
1/2026,mvmarketing,United States,0,0,0.00%,0,0,0,0,0.00%,0,0,0.00,-500,-500,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,791
1/2026,Radinert,United Kingdom,0,0,0.00%,4,6,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,48.5071,4.2400,"42,400.0000",221.0697,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,585
1/2026,DayTrading,Netherlands,0,0,0.00%,22,22,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,865
1/2026,Fredtrading,Romania,0,0,0.00%,9,13,3,3,33.33%,1,2,351.00,0.00,351.00,351.00,"19,346.2566",7.0600,"70,600.0000","1,260.0679",0.25,"1,412.38","1,400.00",0.00,12.38,0.00,0.00,"1,412.38",470.79,0,0.00,1492
1/2026,jonathanvareymitchell,Monaco,0,0,0.00%,0,0,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,"2,464.8264",17.8000,"178,000.0000","10,756.5026",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,913
1/2026,junji2,Italy,0,0,0.00%,1,10,0,0,0.00%,0,0,0.00,-668,-668,0.00,0.0900,0.0100,100.0000,-0.0900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,1065
1/2026,fxnhsignals,Cote D&#39;Ivoire,0,0,0.00%,1,1,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,1915
1/2026,basil-hannah,Thailand,0,0,0.00%,0,0,121,121,30.58%,37,26,"32,028.00","-20,584","11,444.00","14,863.07","67,580.9700",400.4500,"4,004,500.0000","21,499.7300",0.63,"18,250.00","18,250.00",0.00,0.00,0.00,0.00,493.24,150.83,0,0.00,1364
1/2026,Mertyoz,Greece,0,0,0.00%,37,115,20,20,15.00%,3,2,"1,855.00",-892,963.00,"1,855.34",972.8582,2.2400,"22,400.0000",295.0867,0.64,"1,501.15","1,500.00",0.00,1.15,0.00,0.00,500.38,75.06,0,0.00,989
1/2026,aff.bullwaves,Kenya,0,0,0.00%,5,12,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,1203
1/2026,junjix,Canada,0,0,0.00%,74,127,24,24,16.67%,4,4,"18,880.00","-9,982","8,898.00","1,451.91","99,057.2283",165.0000,"1,650,000.0000","12,953.8500",2.12,"4,200.00","4,200.00",0.00,0.00,0.00,0.00,"1,050.00",175.00,0,0.00,928
1/2026,ajmudronja,New Zealand,0,0,0.00%,2,2,1,1,0.00%,0,0,"1,200.00",-147,"1,053.00",0.00,"6,611.9241",11.8500,"118,500.0000",383.8400,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,930
1/2026,MoonAff,Italy,0,0,0.00%,212,478,77,77,75.32%,58,53,"108,751.00","-47,267","61,484.00","73,302.22","191,793.0459",590.3000,"5,903,000.0000","90,547.5913",1.29,"47,650.00","47,650.00",0.00,0.00,0.00,0.00,821.55,618.83,0,0.00,133
1/2026,Fredtrading,Austria,0,0,0.00%,8,12,3,3,33.33%,1,1,"5,391.00",-450,"4,941.00","2,000.00","24,163.2940",112.7400,"1,127,400.0000","5,350.8773",3.49,"1,414.80","1,200.00",0.00,214.80,0.00,0.00,"1,414.80",471.60,0,0.00,1616
1/2026,ajmudronja,United Kingdom,0,0,0.00%,1,1,0,0,0.00%,0,0,"2,048.00",0.00,"2,048.00",0.00,"1,400.2026",25.5900,"255,900.0000","2,848.5894",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,1671
1/2026,ElevatingForex,Belgium,0,0,0.00%,1,2,0,0,0.00%,0,0,116.00,0.00,116.00,0.00,"23,421.2206",31.1800,"311,800.0000",890.8607,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,959
1/2026,Radinert,Australia,0,0,0.00%,222,525,61,61,32.79%,20,15,"13,822.00","-1,265","12,557.00","7,760.25","5,571.4826",126.0800,"1,260,800.0000","10,223.5800",1.85,"6,800.00","6,800.00",0.00,0.00,0.00,0.00,340.00,111.48,0,0.00,962
1/2026,MoonAff,Germany,0,0,0.00%,3,3,2,2,100.00%,2,2,"15,529.00",0.00,"15,529.00","6,096.53","16,181.6595",34.8200,"348,200.0000","16,915.6064",6.47,"2,400.00","2,400.00",0.00,0.00,0.00,0.00,"1,200.00","1,200.00",0,0.00,10
1/2026,Fredtrading,Belgium,0,0,0.00%,9,12,3,3,33.33%,1,0,"18,983.00","-4,695","14,288.00",414.89,"72,543.4323",405.8700,"4,058,700.0000","15,143.9589",26.88,531.46,0.00,0.00,531.46,0.00,0.00,531.46,177.15,0,0.00,12
1/2026,Anthhony,Germany,0,0,0.00%,0,0,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,"1,367.9793",1.9700,"19,700.0000",-335.4717,0.00,7.88,0.00,0.00,7.88,0.00,0.00,0.00,0.00,0,0.00,1642
1/2026,MoonAff,Thailand,0,0,0.00%,0,0,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.1775,1.3400,"13,400.0000",58.4600,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,1326
1/2026,Fredtrading,South Africa,0,0,0.00%,15,30,6,6,66.67%,4,4,"5,300.00","-1,200","4,100.00","3,200.00","105,177.8271",5240.2400,"52,402,400.0000","5,683.1000",1.25,"3,275.90","3,200.00",0.00,75.90,0.00,0.00,818.98,545.98,0,0.00,541
1/2026,stuart.doak,Australia,0,0,0.00%,0,0,0,0,0.00%,0,0,265.00,0.00,265.00,0.00,"4,665.0888",105.8300,"1,058,300.0000","9,650.3877",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,542
1/2026,junji2,Lithuania,0,0,0.00%,1,1,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,"2,521.0579",8.2900,"82,900.0000",-20.0919,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,544
1/2026,fxnltrading,Australia,0,0,0.00%,36,110,12,12,9.09%,1,2,700.00,-128,572.00,350.00,"5,418.4090",8.6400,"86,400.0000","2,280.7500",0.48,"1,200.00","1,200.00",0.00,0.00,0.00,0.00,"1,200.00",109.09,0,0.00,1301
1/2026,fxnhsignals,Germany,0,0,0.00%,2,6,2,2,50.00%,1,1,"10,101.00","-3,717","6,384.00","1,198.92","39,840.7118",84.6800,"846,800.0000","9,651.2846",7.98,800.00,800.00,0.00,0.00,0.00,0.00,800.00,400.00,0,0.00,489
1/2026,Cantax,Germany,0,0,0.00%,0,0,0,0,0.00%,0,0,"2,999.00",-357,"2,642.00",0.00,"14,606.1197",66.2700,"662,700.0000","5,505.5840",0.81,"3,261.51",0.00,0.00,"3,261.51",0.00,0.00,0.00,0.00,0,0.00,466
1/2026,Fredtrading,Ireland,0,0,0.00%,39,61,11,11,54.55%,6,7,"12,161.00","-22,772","-10,611","10,586.07","64,910.2653",491.9600,"4,919,600.0000","-31,334.1731",-1.79,"5,941.76","5,800.00",0.00,141.76,0.00,0.00,990.29,540.16,0,0.00,1458
1/2026,junji2,Slovakia,0,0,0.00%,0,0,0,0,0.00%,0,0,299.00,0.00,299.00,0.00,"2,610.3914",5.5300,"55,300.0000",723.9139,1.50,200.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,444
1/2026,Fredtrading,Spain,0,0,0.00%,13,25,3,3,133.33%,4,3,"6,574.00",0.00,"6,574.00","1,623.67","130,066.0098",1822.0600,"18,220,600.0000","-2,615.7935",2.69,"2,447.90","2,400.00",0.00,47.90,0.00,0.00,611.98,815.97,0,0.00,882
1/2026,fintechmediaadv,Italy,0,0,0.00%,0,0,0,0,0.00%,0,0,"13,826.00","-1,727","12,099.00",0.00,"217,263.1935",151.5500,"1,515,500.0000","13,751.6225",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,884
1/2026,junji2,Malta,0,0,0.00%,0,0,0,0,0.00%,0,0,239.00,-155,84.00,0.00,"2,125.7520",1.7400,"17,400.0000",500.9621,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,933
1/2026,signalstrading,Brazil,0,0,0.00%,3,4,1,1,100.00%,1,1,248.00,-104,144.00,248.35,670.8733,1.4000,"14,000.0000",297.6100,0.82,175.35,170.00,0.00,5.35,0.00,0.00,175.35,175.35,0,0.00,934
1/2026,SanderOever,Germany,0,0,0.00%,0,0,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,"1,176.6897",5.1200,"51,200.0000",877.7653,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,937
1/2026,Default Affiliate,Australia,0,0,0.00%,0,0,33,33,15.63%,5,0,"4,578.00","-1,831","2,747.00","1,118.46","41,377.9354",7930.1400,"79,301,400.0000","-9,051.3363",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,1554
1/2026,Delice,Germany,0,0,0.00%,0,0,0,0,0.00%,0,0,"1,781.00",0.00,"1,781.00",0.00,66.5074,6.5500,"65,500.0000","2,140.9289",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,1377
1/2026,Default Affiliate,Italy,0,0,0.00%,2,2,32,32,28.13%,10,0,"8,662.00","-5,771","2,420.00","5,912.55","123,582.5727",126.2500,"1,262,500.0000",339.3290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,1304
1/2026,diamondfc1,Italy,0,0,0.00%,1,3,0,0,0.00%,0,3,"3,975.00","-9,072","-5,097",0.00,"153,574.2242",119.9600,"1,199,600.0000","16,154.0005",-4.08,"1,250.00","1,250.00",0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,1037
1/2026,WealthWave,Malaysia,0,0,0.00%,6,21,6,6,50.00%,3,3,"4,600.00",0.00,"4,600.00","4,300.00","3,239.3113",69.9900,"699,900.0000","3,243.1300",1.53,"3,000.00","3,000.00",0.00,0.00,0.00,0.00,"1,000.00",500.00,0,0.00,135
1/2026,Mertyoz,Netherlands,0,0,0.00%,67,132,22,22,50.00%,11,5,"28,896.00","-8,479","20,417.00","10,771.13","71,620.0977",13032.7400,"130,327,400.0000","34,115.5951",3.56,"5,740.60","5,400.00",0.00,340.60,0.00,0.00,521.87,260.94,0,0.00,1497
1/2026,Robert,Italy,0,0,0.00%,0,1,0,0,0.00%,0,0,"6,414.00",0.00,"6,414.00",0.00,"37,103.8176",118.6500,"1,186,500.0000","22,959.3869",0.60,"10,654.51",0.00,0.00,"10,654.51",0.00,0.00,0.00,0.00,0,0.00,1498
1/2026,melofx,Italy,0,0,0.00%,231,"1,043",72,72,75.00%,54,57,"45,746.00","-21,817","23,929.00","22,486.03","208,863.7417",6661.0500,"66,610,500.0000","41,994.2214",0.78,"30,500.00","30,500.00",0.00,0.00,0.00,0.00,564.81,423.61,0,0.00,1398
1/2026,basil-hannah,Romania,0,0,0.00%,0,0,0,0,0.00%,0,0,400.00,-202,198.00,0.00,854.7028,0.9400,"9,400.0000",182.3800,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,1399
1/2026,Fredtrading,Greece,0,0,0.00%,21,38,9,9,44.44%,4,4,"1,806.00",-574,"1,232.00","1,805.18","205,931.6345",784.7500,"7,847,500.0000",-644.1732,0.46,"2,680.56","2,600.00",0.00,80.56,0.00,0.00,670.14,297.84,0,0.00,1402
1/2026,basil-hannah,Mauritius,0,0,0.00%,0,0,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,659.4105,0.6000,"6,000.0000",110.1300,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,570
1/2026,Mertyoz,Saint Lucia,0,0,0.00%,2,2,1,1,200.00%,2,2,"3,445.00","-2,500",945.00,"1,041.80",373.0804,4.6600,"46,600.0000",992.7045,0.42,"2,271.70","2,250.00",0.00,21.70,0.00,0.00,"1,135.85","2,271.70",0,0.00,53
1/2026,melofx,Germany,0,0,0.00%,6,29,2,2,50.00%,1,1,"2,524.00",-920,"1,604.00",580.79,"28,215.9824",17.2000,"172,000.0000","2,100.3686",3.21,500.00,500.00,0.00,0.00,0.00,0.00,500.00,250.00,0,0.00,54
1/2026,theforexcomplex,Netherlands,0,0,0.00%,15,18,16,16,43.75%,7,6,"7,227.00","-6,570",657.00,"3,465.76","102,717.1458",161.8200,"1,618,200.0000","4,221.6639",0.19,"3,400.00","3,400.00",0.00,0.00,0.00,0.00,485.71,212.50,0,0.00,56
1/2026,basil-hannah,Malaysia,0,0,0.00%,1,1,0,0,0.00%,0,0,301.00,0.00,301.00,0.00,63.2035,1.1100,"11,100.0000",53.7100,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,1854
1/2026,Mertyoz,Slovenia,0,0,0.00%,6,9,2,2,50.00%,1,1,"1,510.00",0.00,"1,510.00",587.44,"4,130.0754",3.2900,"32,900.0000","1,847.7758",2.01,750.50,750.00,0.00,0.50,0.00,0.00,750.50,375.25,0,0.00,510
1/2026,aff.bullwaves,Romania,0,0,0.00%,3,4,1,1,100.00%,1,1,"1,000.00",0.00,"1,000.00","1,000.00","1,128.9978",3.8300,"38,300.0000",492.5100,1.11,900.00,900.00,0.00,0.00,0.00,0.00,900.00,900.00,0,0.00,1423
1/2026,junji2,Malaysia,0,0,0.00%,5,6,0,0,0.00%,0,0,0.00,-313,-313,0.00,"3,373.5650",5.4900,"54,900.0000",197.2600,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,1424
1/2026,Basilatwani,Cape Verde,0,0,0.00%,0,0,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,16.8100,1.2000,"12,000.0000",297.3000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,886
1/2026,Delice,Italy,0,0,0.00%,1,1,0,0,0.00%,0,0,0.00,-76,-76,0.00,"3,765.7271",35.7800,"357,800.0000","3,414.6659",2.01,-37.75,0.00,0.00,-37.75,0.00,0.00,0.00,0.00,0,0.00,1860
1/2026,Fredtrading,Denmark,0,0,0.00%,27,52,8,8,25.00%,2,1,"4,940.00","-1,673","3,267.00","2,000.00","84,043.2559",284.2100,"2,842,100.0000","2,738.3970",3.02,"1,080.18","1,000.00",0.00,80.18,0.00,0.00,540.09,135.02,0,0.00,1863
1/2026,ElevatingForex,Australia,0,0,0.00%,0,0,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,54.0400,1.4700,"14,700.0000",258.1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,1865
1/2026,frenibusiness,"Taiwan, Province of China",0,0,0.00%,0,4,0,0,0.00%,0,1,0.00,0.00,0.00,0.00,"1,425.0158",6.5200,"65,200.0000",748.3300,0.00,600.00,600.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,150
1/2026,Fredtrading,United Kingdom,0,0,0.00%,184,310,57,57,59.65%,34,29,"86,784.00","-73,112","13,672.00","34,214.33","3,485,961.2539",15400.5000,"154,005,000.0000","5,816.3439",0.54,"25,325.50","22,800.00",0.00,"2,525.50",0.00,0.00,744.87,444.31,0,0.00,151
1/2026,Basilatwani,Netherlands,0,0,0.00%,3,3,377,377,32.36%,122,115,"150,682.00","-19,423","131,259.00","62,785.27","159,419.9706",2929.7500,"29,297,500.0000","106,497.5630",1.59,"82,500.00","82,500.00",0.00,0.00,0.00,0.00,676.23,218.83,0,0.00,155
1/2026,Default Affiliate,United Kingdom,0,0,0.00%,1,1,126,126,30.08%,39,0,"46,491.00","-24,429","20,116.00","13,105.55","624,102.8950",1966.5300,"19,665,300.0000","33,336.3332",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,89
1/2026,Billionairetrading,Canada,0,0,0.00%,0,0,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,"16,176.5906",6.5300,"65,300.0000",268.0700,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,518
1/2026,fabi69,Germany,0,0,0.00%,1,2,0,0,0.00%,0,0,917.00,0.00,917.00,0.00,"2,915.6834",9.3200,"93,200.0000",-563.7190,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,523
1/2026,WealthWave,"Taiwan, Province of China",0,0,0.00%,2,2,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,"4,599.1917",0.9300,"9,300.0000",640.9300,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,1041
1/2026,WealthWave,Ireland,0,0,0.00%,7,10,1,1,0.00%,0,0,0.00,"-1,169","-1,169",0.00,976.0777,3.5400,"35,400.0000",-268.8867,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,501
1/2026,WealthWave,Ukraine,0,0,0.00%,0,0,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,"24,266.8201",12.4400,"124,400.0000",-162.6700,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,503
1/2026,fxnhsignals,United Kingdom,0,0,0.00%,7,20,1,1,100.00%,1,0,117.00,0.00,117.00,117.31,164.9252,0.4100,"4,100.0000",115.3483,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,506
1/2026,Mertyoz,Poland,0,0,0.00%,14,21,3,3,33.33%,1,1,"1,882.00","-1,439",443.00,269.15,"54,227.1425",46.8000,"468,000.0000","8,470.9136",0.57,776.05,750.00,0.00,26.05,0.00,0.00,776.05,258.68,0,0.00,507
1/2026,Devidpul,Italy,0,0,0.00%,9,37,4,4,50.00%,2,0,"93,599.00",0.00,"93,599.00","71,260.13","6,133.1163",23.3500,"233,500.0000","12,975.1861",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,972
1/2026,fxgodfather,United Kingdom,0,0,0.00%,41,123,32,32,81.25%,26,25,"28,178.00","-12,897","15,281.00","16,551.96","1,443,797.9983",263.5100,"2,635,100.0000","-2,048.0442",0.86,"17,750.00","17,750.00",0.00,0.00,0.00,0.00,682.69,554.69,0,0.00,533
1/2026,Dunnyfxt,United Kingdom,0,0,0.00%,69,93,23,23,78.26%,18,15,"22,536.00","-4,135","18,401.00","10,434.49","28,140.8301",146.9700,"1,469,700.0000","8,714.8138",2.45,"7,500.00","7,500.00",0.00,0.00,0.00,0.00,416.67,326.09,0,0.00,1318
1/2026,Mertyoz,South Africa,0,0,0.00%,55,129,31,31,9.68%,3,3,"1,683.00",-434,"1,249.00","1,414.63","5,492.0360",23.1000,"231,000.0000",-229.3030,0.55,"2,287.20","2,250.00",0.00,37.20,0.00,0.00,762.40,73.78,0,0.00,2351
1/2026,Mertyoz,Australia,0,0,0.00%,69,133,34,34,26.47%,9,6,"15,135.00","-8,551","6,584.00","6,202.19","45,640.4958",206.9200,"2,069,200.0000","10,034.2096",1.05,"6,255.25","6,150.00",0.00,105.25,0.00,0.00,695.03,183.98,0,0.00,889
1/2026,junji2,United Kingdom,0,0,0.00%,17,39,8,8,87.50%,7,7,"13,970.00","-10,870","3,100.00","4,723.16","84,547.6691",201.1000,"2,011,000.0000","12,522.7357",0.44,"7,000.00","7,000.00",0.00,0.00,0.00,0.00,"1,000.00",875.00,0,0.00,890
1/2026,Nardo99,Italy,0,0,0.00%,4,4,2,2,100.00%,2,3,"2,298.00",-736,"1,562.00","2,297.89","17,017.6477",11.3000,"113,000.0000",188.7782,0.87,"1,800.00","1,800.00",0.00,0.00,0.00,0.00,900.00,900.00,0,0.00,677
1/2026,Fredtrading,Iceland,0,0,0.00%,5,7,1,1,100.00%,1,2,400.00,"-1,890","-1,490",400.00,"29,705.7422",96.3500,"963,500.0000","-3,381.4169",-1.18,"1,264.32","1,200.00",0.00,64.32,0.00,0.00,"1,264.32","1,264.32",0,0.00,680
1/2026,WealthWave,Singapore,0,0,0.00%,63,101,28,28,71.43%,20,18,"90,105.00","-70,333","19,772.00","17,171.78","209,190.2025",501.5700,"5,015,700.0000","163,318.2800",1.28,"15,400.00","15,400.00",0.00,0.00,0.00,0.00,770.00,550.00,0,0.00,17
1/2026,Billionairetrading,Antigua and Barbuda,0,0,0.00%,0,0,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,321.5200,1.6700,"16,700.0000",132.4300,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,19
1/2026,salesmarkelitics,Italy,0,0,0.00%,0,0,0,0,0.00%,0,0,118.00,0.00,118.00,0.00,9.2351,1.5300,"15,300.0000","1,664.6013",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,1625
1/2026,Robert,Germany,0,0,0.00%,1,1,0,0,0.00%,3,0,"34,964.00","-1,854","33,110.00",585.61,"211,164.6997",310.9700,"3,109,700.0000","54,745.1418",1.09,"30,330.88",0.00,0.00,"30,330.88",0.00,0.00,"10,110.29",0.00,0,0.00,1626
1/2026,Fredtrading,Australia,0,0,0.00%,59,94,19,19,10.53%,2,2,"38,160.00","-30,563","7,597.00",829.26,"741,301.7289",17710.2700,"177,102,700.0000","6,969.3538",2.19,"3,466.36","1,800.00",0.00,"1,666.36",0.00,0.00,"1,733.18",182.44,0,0.00,684
1/2026,DayTrading,Jordan,0,0,0.00%,7,7,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,689
