month,affiliate,country,impressions,unique_impressions,ctr,unique_visitors,visitors,leads,registrations,conversion_rate,ftd,qftd,deposits,withdrawals,net_deposits,first_deposits,spread,lot,volume,pl,roi,commission,cpa_commission,cpl_commission,revshare_commission,sub_commission,other_commission,ecpa,ecpl,chargeback_count,chargeback_amount,uid
8/2025,aff.bullwaves,Italy,0,0,0.00%,13,21,4,4,75.00%,3,2,931.00,0.00,931.00,581.86,"1,516.4745",8.0900,"80,900.0000",-794.6316,2.07,450.00,450.00,0.00,0.00,0.00,0.00,150.00,112.50,0,0.00,2853
8/2025,masternl,Australia,0,0,0.00%,17,22,5,5,40.00%,2,1,"1,525.00",0.00,"1,525.00","1,360.23","13,015.8581",134.7700,"1,347,700.0000","-22,949.2190",2.54,600.00,600.00,0.00,0.00,0.00,0.00,300.00,120.00,0,0.00,2859
8/2025,WealthWave,Hong Kong,0,0,0.00%,6,7,2,2,50.00%,1,1,543.00,0.00,543.00,543.36,"1,244.6736",16.6100,"166,100.0000",-221.0905,0.84,650.00,650.00,0.00,0.00,0.00,0.00,650.00,325.00,0,0.00,2864
8/2025,WealthWave,Lithuania,0,0,0.00%,1,6,1,1,0.00%,0,0,0.00,0.00,0.00,0.00,33.3400,1.4400,"14,400.0000",-57.3600,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,2893
8/2025,Default Affiliate,Portugal,0,0,0.00%,0,0,6,6,66.67%,4,0,"2,324.00","-2,848",-524,"2,324.70","411,134.8340",118.1100,"1,181,100.0000","-3,531.8779",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,2917
8/2025,Mertyoz,Albania,0,0,0.00%,15,22,9,9,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,2969
8/2025,Mertyoz,Thailand,0,0,0.00%,7,9,0,0,0.00%,0,0,"1,335.00","-12,433","-11,098",0.00,249.2312,91.4800,"914,800.0000","-4,598.3427",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,2978
8/2025,Mertyoz,New Zealand,0,0,0.00%,50,109,28,28,25.00%,7,6,"7,114.00","-2,315","4,799.00","6,072.92","19,588.5434",29.7000,"297,000.0000","2,585.6837",1.20,"4,000.00","4,000.00",0.00,0.00,0.00,0.00,571.43,142.86,0,0.00,3037
8/2025,jordanbutler1,Italy,0,0,0.00%,1,1,1,1,100.00%,1,1,"1,134.00",0.00,"1,134.00","1,134.00",0.0058,2.8600,"28,600.0000",67.8300,1.74,650.00,650.00,0.00,0.00,0.00,0.00,650.00,650.00,0,0.00,3043
8/2025,jordanbutler1,Spain,0,0,0.00%,1,1,1,1,100.00%,1,1,"1,125.00",0.00,"1,125.00","1,125.00",0.0688,2.8600,"28,600.0000",47.9900,1.73,650.00,650.00,0.00,0.00,0.00,0.00,650.00,650.00,0,0.00,3062
8/2025,fabi69,France,0,0,0.00%,15,50,6,6,66.67%,4,3,"3,044.00",-678,"2,366.00","2,001.22","3,688.5494",23.2300,"232,300.0000","1,898.3735",2.63,900.00,900.00,0.00,0.00,0.00,0.00,225.00,150.00,0,0.00,3097
8/2025,masternl,Saudi Arabia,0,0,0.00%,1,2,1,1,100.00%,1,1,"1,573.00",-50,"1,523.00",406.92,"6,643,923.1620",35.4800,"354,800.0000",-171.6900,2.54,600.00,600.00,0.00,0.00,0.00,0.00,600.00,600.00,0,0.00,3105
8/2025,fxtradinggroup,Bosnia and Herzegovina,0,0,0.00%,4,7,2,2,50.00%,1,1,582.00,0.00,582.00,582.31,"2,415.4763",5.8900,"58,900.0000",682.8564,0.73,800.00,800.00,0.00,0.00,0.00,0.00,800.00,400.00,0,0.00,3122
8/2025,fabi69,Estonia,0,0,0.00%,0,0,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,240.4618,0.9600,"9,600.0000",19.9646,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3133
8/2025,junjix,Israel,0,0,0.00%,0,0,0,0,0.00%,0,0,204.00,0.00,204.00,0.00,253.8100,1.0000,"10,000.0000",-55.9800,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3148
8/2025,evolutetrading,Netherlands,0,0,0.00%,10,16,4,4,50.00%,2,1,"1,757.00","-1,646",111.00,"1,757.24",38.9442,1.4900,"14,900.0000",112.2860,0.19,600.00,600.00,0.00,0.00,0.00,0.00,300.00,150.00,0,0.00,3150
8/2025,pavlosaff,United Kingdom,0,0,0.00%,14,16,5,5,100.00%,5,4,"5,277.00",0.00,"5,277.00","3,350.66","10,503.2302",38.3700,"383,700.0000",72.8399,2.07,"2,550.00","2,550.00",0.00,0.00,0.00,0.00,510.00,510.00,0,0.00,3153
8/2025,Mertyoz,Hong Kong,0,0,0.00%,3,3,2,2,50.00%,1,1,403.00,0.00,403.00,402.53,15.6917,0.1200,"1,200.0000",14.4264,0.67,600.00,600.00,0.00,0.00,0.00,0.00,600.00,300.00,0,0.00,3160
8/2025,Liukmane,Italy,0,0,0.00%,14,25,5,5,60.00%,3,3,"3,425.00",-704,"2,721.00","3,425.17","193,418.1952",30.8100,"308,100.0000","2,472.4766",1.30,"2,100.00","2,100.00",0.00,0.00,0.00,0.00,700.00,420.00,0,0.00,3176
8/2025,junjix,Mongolia,0,0,0.00%,0,0,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.7218,0.0700,700.0000,-0.7100,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3205
8/2025,Basilatwani,Australia,0,0,0.00%,186,867,57,57,50.88%,29,30,"147,623.00","-69,820","77,803.00","14,411.18","613,509.4562",81608.6700,"816,086,700.0000","23,921.4238",2.99,"26,000.00","26,000.00",0.00,0.00,0.00,0.00,896.55,456.14,0,0.00,3207
8/2025,Mertyoz,Kazakhstan,0,0,0.00%,1,4,1,1,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3218
8/2025,jonathanvareymitchell,Qatar,0,0,0.00%,2,2,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3227
8/2025,LEANDRORODRIGUES,Canada,0,0,0.00%,2,2,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3232
8/2025,fxnhsignals,Sudan,0,0,0.00%,1,1,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3241
8/2025,jonathanvareymitchell,Australia,0,0,0.00%,9,11,4,4,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3252
8/2025,guyads,Serbia,0,0,0.00%,1,2,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3261
8/2025,alexsen,United Arab Emirates,0,0,0.00%,1,2,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3281
8/2025,jonathanvareymitchell,Oman,0,0,0.00%,2,2,1,1,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3284
8/2025,startbusinessonlinecom,United States,0,0,0.00%,4,4,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3295
8/2025,junjix,Thailand,0,0,0.00%,2,3,1,1,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3297
8/2025,rvstyfx,Switzerland,0,0,0.00%,2,2,1,1,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3314
8/2025,LEANDRORODRIGUES,Croatia,0,0,0.00%,1,1,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3323
8/2025,ForexAffiliateMasterclass,Unknown Country,0,0,0.00%,0,0,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,"4,000.00",0.00,0.00,0.00,"4,000.00",0.00,0.00,0.00,0,0.00,3327
8/2025,fxtradinggroup,Spain,0,0,0.00%,4,9,2,2,50.00%,1,1,407.00,0.00,407.00,406.59,265.8746,1.6400,"16,400.0000",206.0186,0.68,600.00,600.00,0.00,0.00,0.00,0.00,600.00,300.00,0,0.00,3345
8/2025,masternl,"Korea, Republic of",0,0,0.00%,1,1,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3361
8/2025,fabi69,Netherlands,0,0,0.00%,16,18,1,1,0.00%,0,0,0.00,-280,-280,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3362
8/2025,fxnltrading,Poland,0,0,0.00%,1,1,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3370
8/2025,aff.bullwaves,Botswana,0,0,0.00%,3,3,1,1,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3375
8/2025,dutrades,Serbia,0,0,0.00%,1,1,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3379
8/2025,jonathanvareymitchell,Indonesia,0,0,0.00%,1,2,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3383
8/2025,melofx,Netherlands,0,0,0.00%,8,8,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3395
8/2025,jonathanvareymitchell,"Moldova, Republic of",0,0,0.00%,2,2,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3409
8/2025,aff.bullwaves,Luxembourg,0,0,0.00%,1,1,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3439
8/2025,Fredtrading,Thailand,0,0,0.00%,3,3,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3514
8/2025,LEANDRORODRIGUES,United States,0,0,0.00%,3,3,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3516
8/2025,DRIVADAVE,Netherlands,0,0,0.00%,7,8,1,1,100.00%,1,0,500.00,0.00,500.00,500.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3534
8/2025,aff.bullwaves,Cambodia,0,0,0.00%,1,1,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3546
8/2025,ajmudronja,Australia,0,0,0.00%,27,71,3,3,133.33%,4,1,"13,528.00","-6,202","7,326.00","1,295.75","58,523.7563",12382.9300,"123,829,300.0000","5,017.5734",12.21,600.00,600.00,0.00,0.00,0.00,0.00,150.00,200.00,0,0.00,3549
8/2025,WealthWave,Guyana,0,0,0.00%,1,2,1,1,100.00%,1,1,"1,005.00",-970,35.00,"1,005.05",17.2601,2.1200,"21,200.0000",34.4700,0.04,"1,000.00","1,000.00",0.00,0.00,0.00,0.00,"1,000.00","1,000.00",0,0.00,3553
8/2025,dominguero,Peru,0,0,0.00%,14,23,4,4,25.00%,1,1,400.00,-220,180.00,400.00,"3,130.3330",1.4000,"14,000.0000",180.4700,0.51,350.00,350.00,0.00,0.00,0.00,0.00,350.00,87.50,0,0.00,3559
8/2025,Mertyoz,Aland Islands,0,0,0.00%,0,0,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,"6,144.0882",60316.8100,"603,168,100.0000","13,436.0518",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3568
8/2025,fabi69,Ireland,0,0,0.00%,5,13,3,3,66.67%,2,1,600.00,"-1,406",-806,600.00,"7,284.5183",14.5300,"145,300.0000",603.7945,-2.69,300.00,300.00,0.00,0.00,0.00,0.00,150.00,100.00,0,0.00,3571
8/2025,btcboost,Germany,0,0,0.00%,0,0,1,1,100.00%,1,0,"1,915.00",-117,"1,798.00",117.38,"13,484.5220",0.3000,"3,000.0000","1,807.8749",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3576
8/2025,fabi69,Canada,0,0,0.00%,0,4,1,1,100.00%,1,1,349.00,0.00,349.00,348.51,"4,912.8737",5.2500,"52,500.0000",-256.5520,1.16,300.00,300.00,0.00,0.00,0.00,0.00,300.00,300.00,0,0.00,3598
8/2025,WealthWave,Greece,0,0,0.00%,0,0,0,0,0.00%,0,1,"1,000.00",-100,900.00,0.00,"1,387.0031",7.5500,"75,500.0000",-55.3400,0.90,"1,000.00","1,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3603
8/2025,dovyfx,Finland,0,0,0.00%,1,1,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3616
8/2025,fxnhsignals,Russia,0,0,0.00%,8,20,1,1,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3628
8/2025,mvmarketing,Singapore,0,0,0.00%,3,3,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3661
8/2025,Mertyoz,Uganda,0,0,0.00%,2,2,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3668
8/2025,pavlosaff,Greece,0,0,0.00%,2,3,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3679
8/2025,DayTrading,New Zealand,0,0,0.00%,2,2,1,1,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3681
8/2025,tradingcentalfx,Canada,0,0,0.00%,14,23,7,7,57.14%,4,4,"2,030.00",-590,"1,440.00","2,630.26",331.7107,10.4500,"104,500.0000","1,001.2700",0.55,"2,600.00","2,600.00",0.00,0.00,0.00,0.00,650.00,371.43,0,0.00,3698
8/2025,aff.bullwaves,Spain,0,0,0.00%,3,4,1,1,100.00%,1,1,200.00,-180,20.00,200.00,89.7492,0.3200,"3,200.0000",18.8500,0.10,200.00,200.00,0.00,0.00,0.00,0.00,200.00,200.00,0,0.00,3703
8/2025,bullwavespartner,Brazil,0,0,0.00%,12,12,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3722
8/2025,Default Affiliate,Malta,0,0,0.00%,0,0,1,1,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3728
8/2025,mvmarketing,Israel,0,0,0.00%,1,1,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3735
8/2025,mvmarketing,Barbados,0,0,0.00%,1,2,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3742
8/2025,WealthWave,Mexico,0,0,0.00%,1,1,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,"2,177.1130",5.8000,"58,000.0000",-621.7600,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3753
8/2025,tradingcentalfx,Greece,0,0,0.00%,2,5,1,1,100.00%,1,1,582.00,0.00,582.00,582.40,"8,555.8814",4.7900,"47,900.0000",585.1199,0.83,700.00,700.00,0.00,0.00,0.00,0.00,700.00,700.00,0,0.00,3754
8/2025,mvmarketing,Saudi Arabia,0,0,0.00%,2,7,1,1,100.00%,1,0,501.00,-382,119.00,501.00,52.1509,0.7900,"7,900.0000",115.9600,1.71,69.58,0.00,0.00,69.58,0.00,0.00,69.58,69.58,0,0.00,3766
8/2025,MoonAff,Singapore,0,0,0.00%,1,1,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3782
8/2025,Basilatwani,Albania,0,0,0.00%,3,3,1,1,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3783
8/2025,bullwavespartner,Singapore,0,0,0.00%,6,6,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3795
8/2025,Default Affiliate,Bosnia and Herzegovina,0,0,0.00%,0,0,1,1,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3798
8/2025,forexsocial,Tor network,0,0,0.00%,1,1,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3802
8/2025,Default Affiliate,Jamaica,0,0,0.00%,0,0,4,4,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3817
8/2025,aff.bullwaves,Hong Kong,0,0,0.00%,2,2,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3818
8/2025,fxnhsignals,Austria,0,0,0.00%,1,1,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3820
8/2025,Mertyoz,Sint Maarten,0,0,0.00%,8,20,3,3,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3822
8/2025,Mertyoz,Algeria,0,0,0.00%,6,9,4,4,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3832
8/2025,basil-hannah,Saudi Arabia,0,0,0.00%,1,1,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3840
8/2025,WealthWave,Brazil,0,0,0.00%,2,2,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3862
8/2025,fortune,Italy,0,0,0.00%,1,1,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3877
8/2025,Mertyoz,Ecuador,0,0,0.00%,2,4,1,1,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3878
8/2025,masternl,Bahrain,0,0,0.00%,1,2,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3910
8/2025,Samwealth,United States,0,0,0.00%,7,7,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3929
8/2025,masternl,Japan,0,0,0.00%,1,2,1,1,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3931
8/2025,dovyfx,"Tanzania, United Republic of",0,0,0.00%,1,1,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3938
8/2025,Mertyoz,Mozambique,0,0,0.00%,1,2,1,1,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3946
8/2025,DayTrading,Kenya,0,0,0.00%,1,1,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3956
8/2025,fxnltrading,United States,0,0,0.00%,46,46,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3971
8/2025,Kimmel,United Kingdom,0,0,0.00%,1,1,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3972
8/2025,mvmarketing,Kenya,0,0,0.00%,1,1,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,3988
8/2025,aff.bullwaves,Indonesia,0,0,0.00%,288,433,48,48,8.33%,4,4,"1,000.00",-291,709.00,799.98,"6,750.9996",494.2800,"4,942,800.0000",-362.9800,0.95,750.00,750.00,0.00,0.00,0.00,0.00,187.50,15.63,0,0.00,4012
8/2025,Saix004,Switzerland,0,0,0.00%,1,1,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,"9,518.8272",0.7900,"7,900.0000",356.8514,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,4026
8/2025,Default Affiliate,Egypt,0,0,0.00%,0,0,2,2,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,4046
8/2025,jonathanvareymitchell,Croatia,0,0,0.00%,2,2,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,4047
8/2025,frakkio,Montenegro,0,0,0.00%,1,1,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,4051
8/2025,fxnhsignals,Germany,0,0,0.00%,5,7,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,4053
8/2025,fxnhsignals,Ecuador,0,0,0.00%,2,2,1,1,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,4070
8/2025,SanderOever,Italy,0,0,0.00%,1,1,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,4078
8/2025,fxnhsignals,Madagascar,0,0,0.00%,1,1,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,4083
8/2025,lucivaltercs,Austria,0,0,0.00%,2,2,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,4088
8/2025,fxtradinggroup,United Arab Emirates,0,0,0.00%,2,2,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,4090
8/2025,LEANDRORODRIGUES,Netherlands,0,0,0.00%,1,1,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,4095
8/2025,aff.bullwaves,Japan,0,0,0.00%,1,4,0,0,0.00%,0,0,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,4100
